,First,Last,Nickname,Ht.,Wt.,Reach,Ht. (m),Wt. (kg),Reach. (cm),Stance,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,W,L,D
2075,David,Levicki,,"6' 5""",275 lbs.,--,1.96,125.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0
2076,Kyle,Levinton,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0
2077,Natan,Levy,Lethal,"5' 9""",155 lbs.,"71.0""",1.75,70.45,180.34,Southpaw,"Sep30,1991",3.7,52.0,3.19,58.0,5.03,58.0,41.0,0.5,8,2,0
2078,John,Lewis,,"6' 0""",155 lbs.,--,1.83,70.45,,Southpaw,--,0.0,0.0,4.0,66.0,0.0,0.0,0.0,0.0,3,4,3
2079,Derrick,Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",1.91,118.18,200.66,Orthodox,"Feb07,1985",2.43,50.0,2.48,40.0,0.53,26.0,53.0,0.0,27,12,0
2080,Bevon,Lewis,,"6' 3""",185 lbs.,"79.0""",1.91,84.09,200.66,Orthodox,"May05,1991",3.73,43.0,2.67,54.0,0.0,0.0,66.0,0.0,7,3,0
2081,Brandon,Lewis,,"5' 4""",135 lbs.,"70.0""",1.63,61.36,177.8,Orthodox,"Aug02,1997",2.17,29.0,3.63,53.0,1.0,15.0,20.0,0.0,6,2,0
2082,Malik,Lewis,Hard Knock,"6' 0""",155 lbs.,"75.0""",1.83,70.45,190.5,Orthodox,"Mar04,1996",4.16,45.0,5.66,40.0,3.98,40.0,50.0,0.0,6,2,0
2083,Chi,Lewis-Parry,Chopper,"6' 9""",243 lbs.,--,2.06,110.45,,,"Aug10,1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1
2084,Li,Jingliang,The Leech,"6' 0""",170 lbs.,"71.0""",1.83,77.27,180.34,Orthodox,"Mar20,1988",4.46,42.0,3.84,57.0,1.25,41.0,60.0,0.0,19,8,0
2085,Liang,Na,The Dragon Girl,"5' 5""",125 lbs.,"67.0""",1.65,56.82,170.18,Orthodox,"Jul27,1996",1.93,40.0,4.48,27.0,5.1,60.0,0.0,0.8,19,7,0
2086,Jess,Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",1.75,77.27,182.88,Orthodox,--,2.46,51.0,2.76,41.0,3.28,53.0,30.0,1.6,20,11,0
2087,Chuck,Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",1.88,93.18,193.04,Orthodox,"Dec17,1969",2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,21,8,0
2088,Rodrigo,Lidio,Dynamis,"5' 11""",155 lbs.,"73.0""",1.8,70.45,185.42,Orthodox,"Jul07,1989",0.97,50.0,0.0,100.0,0.0,0.0,50.0,0.0,12,3,0
2089,Sam,Liera,,--,--,--,,,,,--,0.82,60.0,7.36,51.0,0.0,0.0,66.0,0.0,12,10,0
2090,Zach,Light,,"5' 8""",170 lbs.,--,1.73,77.27,,Orthodox,"Feb06,1974",0.81,33.0,1.9,48.0,1.36,100.0,0.0,0.0,9,11,0
2091,Scott,Lighty,,"6' 2""",205 lbs.,--,1.88,93.18,,,"Oct15,1978",2.91,21.0,4.24,49.0,0.0,0.0,0.0,0.0,6,2,0
2092,Chris,Liguori,,"5' 9""",185 lbs.,--,1.75,84.09,,Orthodox,--,0.29,33.0,1.44,0.0,0.0,0.0,50.0,0.0,15,10,0
2093,Donnie,Liles,,"5' 9""",170 lbs.,--,1.75,77.27,,Orthodox,--,2.25,41.0,1.75,65.0,2.5,28.0,0.0,1.2,17,7,0
2094,Jae Suk,Lim,,"5' 9""",170 lbs.,--,1.75,77.27,,Orthodox,"Nov09,1979",2.43,50.0,4.05,37.0,12.16,100.0,100.0,0.0,17,6,0
2095,Hyun Gyu,Lim,The Ace,"6' 3""",170 lbs.,"77.0""",1.91,77.27,195.58,Orthodox,"Jan16,1985",4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,13,7,1
2096,Juliana,Lima,Ju Thai,"5' 5""",115 lbs.,"65.0""",1.65,52.27,165.1,Orthodox,"Mar15,1982",1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,9,5,0
2097,Dhiego,Lima,,"6' 2""",170 lbs.,"75.0""",1.88,77.27,190.5,Orthodox,"Jan31,1989",3.12,39.0,3.88,58.0,1.26,34.0,73.0,0.6,17,9,0
2098,Douglas,Lima,The Phenom,"6' 1""",170 lbs.,--,1.85,77.27,,,"Jan05,1988",1.92,36.0,2.84,60.0,0.6,100.0,46.0,0.0,29,6,0
2099,Mabelly,Lima,,"5' 2""",135 lbs.,--,1.57,61.36,,Orthodox,"Jan25,1994",3.07,63.0,5.67,44.0,0.0,0.0,100.0,0.0,7,1,0
2100,Andre,Lima,Mascote,"5' 7""",125 lbs.,"67.0""",1.7,56.82,170.18,Orthodox,"Feb04,1999",3.98,60.0,2.67,60.0,1.31,66.0,61.0,1.3,8,0,0
2101,Miguel,Linares,,--,--,--,,,,,--,6.51,50.0,8.84,36.0,0.0,0.0,0.0,0.0,2,4,0
2102,Emiliano,Linares,Golden Bull,"5' 8""",145 lbs.,"72.0""",1.73,65.91,182.88,Orthodox,"Apr21,1997",1.17,28.0,3.59,26.0,0.0,0.0,33.0,0.0,8,2,0
2103,Matt,Lindland,The Law,"6' 0""",185 lbs.,"74.0""",1.83,84.09,187.96,Southpaw,"May17,1970",2.62,50.0,1.56,52.0,3.01,48.0,60.0,1.3,22,9,0
2104,Jake,Lindsey,The Librarian,"5' 11""",155 lbs.,--,1.8,70.45,,Switch,"Jun21,1986",3.44,52.0,4.01,46.0,0.65,33.0,50.0,0.0,12,7,0
2105,John,Lineker,Hands of Stone,"5' 3""",135 lbs.,"67.0""",1.6,61.36,170.18,Orthodox,"Jun12,1990",5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,31,9,0
2106,Austin,Lingo,Lights Out,"5' 10""",145 lbs.,"70.0""",1.78,65.91,177.8,Orthodox,"Jul10,1994",3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,9,3,0
2107,Lucio,Linhares,,"6' 2""",185 lbs.,--,1.88,84.09,,Orthodox,"Dec08,1973",0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,19,8,0
2108,Philipe,Lins,Monstro,"6' 2""",205 lbs.,"78.0""",1.88,93.18,198.12,Orthodox,"Aug17,1985",3.8,49.0,3.59,46.0,1.65,33.0,100.0,0.0,18,5,0
2109,Ariane,Lipski,Queen of Violence,"5' 6""",125 lbs.,"67.0""",1.68,56.82,170.18,Orthodox,"Jan26,1994",4.27,40.0,4.23,52.0,0.64,55.0,79.0,0.4,17,8,0
2110,Tainara,Lisboa,Thai Panther,"5' 7""",135 lbs.,"67.0""",1.7,61.36,170.18,Orthodox,"Mar02,1991",2.05,50.0,1.4,54.0,2.05,40.0,70.0,0.5,7,2,0
2111,Dean,Lister,The Boogeyman,"6' 1""",185 lbs.,"75.0""",1.85,84.09,190.5,Orthodox,"Feb13,1976",1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,13,7,0
2112,Wesley,Little,,"6' 4""",205 lbs.,--,1.93,93.18,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0
2113,James,Llontop,Goku,"6' 0""",155 lbs.,"73.0""",1.83,70.45,185.42,Orthodox,"Aug02,1999",4.93,54.0,1.93,74.0,0.0,0.0,71.0,0.0,14,2,0
2114,Abner,Lloveras,Skullman,"5' 11""",155 lbs.,--,1.8,70.45,,,"Sep04,1982",6.27,49.0,6.87,43.0,2.0,20.0,0.0,0.0,20,9,1
2115,Brian,Lo-A-Njoe,,"5' 7""",155 lbs.,--,1.7,70.45,,Orthodox,--,3.87,42.0,0.0,0.0,0.0,0.0,66.0,0.0,6,10,3
2116,John,Lober,The Machine,"5' 11""",199 lbs.,--,1.8,90.45,,Orthodox,"Feb26,1968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,4
2117,Artem,Lobov,The Russian Hammer,"5' 9""",145 lbs.,"65.0""",1.75,65.91,165.1,Southpaw,"Aug11,1986",3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,13,15,1
2118,Dylan,Lockard,,"5' 9""",145 lbs.,"72.0""",1.75,65.91,182.88,Orthodox,"May19,1992",1.31,53.0,3.31,52.0,2.31,40.0,28.0,1.2,6,2,0
2119,Sean,Loeffler,The Destroyer,"6' 3""",185 lbs.,--,1.91,84.09,,Orthodox,"May23,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,5,0
2120,Christian,Lohsen,Hollywood,"6' 2""",155 lbs.,"77.0""",1.88,70.45,195.58,Southpaw,"Jan24,1995",5.27,49.0,6.93,44.0,0.0,0.0,0.0,2.0,4,2,0
2121,David,Loiseau,The Crow,"6' 0""",185 lbs.,"76.0""",1.83,84.09,193.04,Orthodox,"Dec17,1979",1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,23,11,0
2122,Hector,Lombard,,"5' 9""",185 lbs.,"71.0""",1.75,84.09,180.34,Southpaw,"Feb02,1978",3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,34,10,1
2123,Michael,Lombardo,The Don,"6' 0""",170 lbs.,"72.0""",1.83,77.27,182.88,Orthodox,"Apr03,1990",1.47,62.0,2.63,31.0,2.5,21.0,60.0,0.0,11,2,0
2124,Rocky,Long,,--,145 lbs.,--,,65.91,,,"Feb18,1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,37,1
2125,Thomas,Longacre,,"5' 9""",145 lbs.,--,1.75,65.91,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0
2126,Loma,Lookboonmee,,"5' 1""",115 lbs.,"61.0""",1.55,52.27,154.94,Orthodox,"Jan18,1996",4.1,57.0,2.48,53.0,1.9,50.0,72.0,0.1,9,3,0
2127,Ange,Loosa,The Last Ninja,"5' 10""",170 lbs.,"74.0""",1.78,77.27,187.96,Orthodox,"Mar18,1993",6.09,46.0,6.67,52.0,2.05,42.0,90.0,0.2,10,3,0
2128,Lucas,Lopes,,"6' 2""",185 lbs.,--,1.88,84.09,,,"Oct05,1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,19,0
2129,Dileno,Lopes,,"5' 5""",135 lbs.,--,1.65,61.36,,,"Sep26,1984",2.37,36.0,3.33,53.0,2.5,31.0,100.0,1.5,19,3,0
2130,Diego,Lopes,,"5' 11""",145 lbs.,"72.0""",1.8,65.91,182.88,Orthodox,"Dec30,1994",2.47,53.0,4.91,37.0,0.0,0.0,42.0,5.3,23,6,0
2131,Bruno,Lopes,Brunao,"6' 2""",205 lbs.,"75.0""",1.88,93.18,190.5,Orthodox,"Apr24,1993",5.29,35.0,8.46,53.0,0.0,0.0,0.0,0.0,11,1,0
2132,Ivan,Lopez,,"5' 6""",135 lbs.,--,1.68,61.36,,Southpaw,--,0.9,26.0,2.24,65.0,0.0,0.0,30.0,0.0,14,3,1
2133,Steve,Lopez,,"5' 11""",155 lbs.,--,1.8,70.45,,Orthodox,"Jul30,1984",1.39,24.0,2.69,62.0,0.0,0.0,37.0,0.0,13,6,1
2134,Federico,Lopez,Kiko,"5' 4""",139 lbs.,--,1.63,63.18,,Orthodox,--,1.78,23.0,5.35,30.0,0.0,0.0,0.0,0.0,10,6,0
2135,Jorge,Lopez,,"5' 10""",170 lbs.,--,1.78,77.27,,Orthodox,"Nov21,1988",2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,11,5,0
2136,Christopher,Lopez,,"5' 10""",170 lbs.,--,1.78,77.27,,,"Jan30,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0
2137,Matthew,Lopez,,"5' 7""",135 lbs.,"69.0""",1.7,61.36,175.26,Southpaw,"Jan21,1987",3.13,50.0,3.73,55.0,3.32,60.0,71.0,1.3,10,4,0
2138,Benito,Lopez,Golden Boy,"5' 10""",135 lbs.,"73.0""",1.78,61.36,185.42,Switch,"Apr06,1994",4.39,45.0,5.18,56.0,0.0,0.0,73.0,0.3,10,2,0
2139,Gustavo,Lopez,,"5' 5""",135 lbs.,"67.0""",1.65,61.36,170.18,Orthodox,"Jun27,1989",2.48,40.0,3.87,57.0,1.74,41.0,31.0,0.7,12,6,1
2140,Brendan,Loughnane,,"5' 10""",145 lbs.,"70.0""",1.78,65.91,177.8,Switch,"Dec05,1989",6.23,63.0,6.7,53.0,1.5,30.0,92.0,0.0,17,3,0
2141,Nate,Loughran,,"6' 2""",185 lbs.,--,1.88,84.09,,Orthodox,"Jul28,1980",1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,11,2,0
2142,Caolan,Loughran,The Don,"5' 6""",135 lbs.,"68.0""",1.68,61.36,172.72,Orthodox,"May18,1996",6.27,47.0,5.73,56.0,2.5,33.0,0.0,0.0,9,1,0
2143,Rashard,Lovelace,,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0
2144,Ian,Loveland,The Barn Owl,"5' 8""",145 lbs.,--,1.73,65.91,,Orthodox,"Sep07,1983",2.71,40.0,2.36,64.0,1.0,37.0,69.0,0.3,18,10,0
2145,Jakob,Lovstad,The Striking Viking,"6' 3""",205 lbs.,--,1.91,93.18,,Orthodox,--,0.0,0.0,9.43,35.0,0.0,0.0,0.0,0.0,11,4,0
2146,Waylon,Lowe,,"5' 7""",145 lbs.,--,1.7,65.91,,Southpaw,"Oct31,1980",1.88,55.0,2.4,53.0,4.47,55.0,83.0,0.3,16,7,0
2147,Brandon,Lowe,,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0
2148,Joe,Lowry,,"5' 11""",155 lbs.,"73.0""",1.8,70.45,185.42,Orthodox,"Dec12,1989",3.97,34.0,4.25,63.0,0.0,0.0,0.0,0.0,9,2,0
2149,Lu,Kai,The Last Gladiator,"5' 9""",145 lbs.,"69.0""",1.75,65.91,175.26,Orthodox,"Mar01,1994",3.76,43.0,5.51,55.0,2.62,50.0,100.0,2.6,8,5,0
2150,Lu,Zhengyong,,--,125 lbs.,--,,56.82,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,7,0
2151,Robert,Lucarelli,,"6' 2""",245 lbs.,--,1.88,111.36,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2152,Matt,Lucas,Luke Duke,"6' 1""",205 lbs.,--,1.85,93.18,,,--,1.27,48.0,3.93,40.0,1.0,10.0,0.0,0.0,15,3,0
2153,Cleber,Luciano,,"5' 6""",155 lbs.,--,1.68,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6,0
2154,Stephanie,Luciano,Rondinha,"5' 6""",115 lbs.,"65.0""",1.68,52.27,165.1,Orthodox,"Dec16,1999",5.8,57.0,2.33,61.0,1.0,100.0,83.0,0.0,5,1,1
2155,Iasmin,Lucindo,,"5' 3""",115 lbs.,"66.0""",1.6,52.27,167.64,Orthodox,"Jan08,2002",3.33,39.0,3.23,67.0,2.33,66.0,66.0,0.4,15,5,0
2156,Duane,Ludwig,Bang,"5' 10""",170 lbs.,"70.0""",1.78,77.27,177.8,Orthodox,"Aug04,1978",4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,21,14,0
2157,Mike,Lullo,,"5' 8""",145 lbs.,--,1.73,65.91,,Orthodox,"Jul24,1979",2.48,36.0,4.84,40.0,1.18,11.0,0.0,0.6,8,3,0
2158,Paula,Luna,,--,125 lbs.,--,,56.82,,,"May07,1999",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0
2159,Dalcha,Lungiambula,Champion,"5' 8""",185 lbs.,"76.0""",1.73,84.09,193.04,Orthodox,"Jul31,1987",3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,11,6,0
2160,Alexandru,Lungu,,"6' 0""",385 lbs.,--,1.83,175.0,,Orthodox,"Sep03,1974",3.61,66.0,7.22,40.0,0.0,0.0,0.0,0.0,14,4,0
2161,Vicente,Luque,The Silent Assassin,"5' 11""",170 lbs.,"75.0""",1.8,77.27,190.5,Orthodox,"Nov27,1991",5.07,52.0,5.21,52.0,1.0,53.0,62.0,0.6,22,10,1
2162,Thaddeus,Luster,,"6' 3""",210 lbs.,--,1.91,95.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2163,Travis,Lutter,The Serial Killer,"5' 11""",185 lbs.,"75.0""",1.8,84.09,190.5,Orthodox,"May12,1973",0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,10,6,0
2164,Tucker,Lutz,Top Gun,"5' 8""",145 lbs.,"72.0""",1.73,65.91,182.88,Orthodox,"Jul12,1994",3.74,46.0,3.25,44.0,1.99,44.0,69.0,0.2,12,4,0
2165,Lv,Zhenhong,,"5' 8""",145 lbs.,"67.0""",1.73,65.91,170.18,Switch,"Jun25,1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,6,0
2166,Stevie,Lynch,,"5' 10""",170 lbs.,--,1.78,77.27,,Orthodox,--,2.47,25.0,7.06,41.0,0.0,0.0,0.0,0.0,5,2,0
2167,Adam,Lynn,,"5' 10""",155 lbs.,--,1.78,70.45,,Orthodox,--,1.47,63.0,6.95,10.0,0.0,0.0,50.0,0.0,17,10,0
2168,Chris,Lytle,Lights Out,"5' 11""",170 lbs.,"68.0""",1.8,77.27,172.72,Orthodox,"Aug18,1974",3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,31,18,5
2169,Dong Hyun,Ma,Maestro,"5' 11""",155 lbs.,"70.0""",1.8,70.45,177.8,Orthodox,"Sep09,1988",2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,16,11,3
2170,Pawan,Maan,,"5' 7""",155 lbs.,"70.0""",1.7,70.45,177.8,Orthodox,"Apr06,1986",0.89,44.0,2.98,43.0,0.0,0.0,0.0,0.0,7,3,1
2171,William,Macario,Patolino,"5' 11""",170 lbs.,"75.0""",1.8,77.27,190.5,Orthodox,"Jul01,1991",4.92,54.0,3.96,65.0,1.85,45.0,78.0,0.0,9,3,0
2172,Jason,MacDonald,The Athlete,"6' 3""",185 lbs.,"80.0""",1.91,84.09,203.2,Orthodox,"Jun03,1975",1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,25,16,0
2173,Rob,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",1.91,93.18,198.12,Orthodox,"Sep05,1978",1.8,50.0,2.04,46.0,7.19,80.0,80.0,5.4,5,4,0
2174,Rory,MacDonald,Red King,"6' 0""",170 lbs.,"76.0""",1.83,77.27,193.04,Orthodox,"Jul22,1989",3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,19,4,0
2175,Ryan,MacDonald,Main Event,"5' 11""",135 lbs.,"71.0""",1.8,61.36,180.34,Switch,"Mar18,1993",2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,10,2,0
2176,Clayton,MacFarlane,,--,170 lbs.,--,,77.27,,,--,1.33,52.0,1.82,55.0,1.05,33.0,37.0,0.0,4,1,0
2177,Ilima,Macfarlane,,"5' 4""",125 lbs.,--,1.63,56.82,,,--,4.13,43.0,2.93,65.0,0.0,0.0,50.0,1.0,6,0,0
2178,Valesca,Machado,Tina Black,"5' 4""",115 lbs.,"63.0""",1.63,52.27,160.02,Orthodox,"May06,1996",2.4,32.0,2.87,64.0,0.0,0.0,76.0,0.0,8,3,0
2179,Caio,Machado,Bigfoot,"6' 4""",250 lbs.,"78.0""",1.93,113.64,198.12,Southpaw,"Jul20,1994",6.57,64.0,1.87,64.0,0.0,0.0,82.0,0.0,8,2,1
2180,Ian,Machado Garry,The Future,"6' 3""",170 lbs.,"74.0""",1.91,77.27,187.96,Orthodox,"Nov17,1997",6.27,55.0,3.49,53.0,0.55,75.0,69.0,0.0,14,0,0
2181,Lyoto,Machida,The Dragon,"6' 1""",185 lbs.,"74.0""",1.85,84.09,187.96,Southpaw,"May30,1978",2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,24,8,0
2182,War,Machine,,"5' 11""",170 lbs.,--,1.8,77.27,,Orthodox,"Nov30,1981",2.32,60.0,3.17,43.0,1.16,50.0,40.0,0.0,14,5,0
2183,Anthony,Macias,Mad Dog,"5' 9""",185 lbs.,--,1.75,84.09,,Switch,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,18,0
2184,Pauline,Macias,PITA,"5' 4""",115 lbs.,"64.0""",1.63,52.27,162.56,Southpaw,"Jun27,1988",0.8,29.0,4.6,42.0,2.0,18.0,0.0,0.0,4,1,0
2185,Reza,Madadi,Mad Dog,"5' 11""",155 lbs.,"73.0""",1.8,70.45,185.42,Orthodox,"Jun20,1978",2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,14,6,0
2186,Don,Madge,Magic Man,"6' 0""",155 lbs.,"72.0""",1.83,70.45,182.88,Southpaw,"Nov12,1990",2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7,9,3,1
2187,Ryan,Madigan,,"6' 0""",170 lbs.,--,1.83,77.27,,Orthodox,--,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,5,3,0
2188,Victor,Madrigal,Periquito,"5' 7""",135 lbs.,"71.0""",1.7,61.36,180.34,Orthodox,"Aug16,1990",2.31,38.0,9.56,50.0,0.0,0.0,0.0,0.0,15,5,0
2189,Jon,Madsen,,"6' 0""",240 lbs.,"72.0""",1.83,109.09,182.88,Orthodox,"Feb12,1980",2.46,41.0,1.18,81.0,1.32,71.0,70.0,0.0,8,2,0
2190,Mark,Madsen,The Olympian,"5' 8""",155 lbs.,"72.0""",1.73,70.45,182.88,Orthodox,"Sep23,1984",3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,12,2,0
2191,Yoshiro,Maeda,,"5' 7""",139 lbs.,"68.0""",1.7,63.18,172.72,Southpaw,"Oct31,1981",2.36,33.0,2.55,63.0,2.93,51.0,50.0,0.7,35,16,5
2192,Leonardo,Mafra,Macarrao,"5' 10""",155 lbs.,"70.0""",1.78,70.45,177.8,Orthodox,"Apr25,1989",4.55,48.0,4.38,43.0,2.12,83.0,69.0,0.4,13,4,0
2193,Vinny,Magalhaes,Pezao,"6' 3""",205 lbs.,"75.0""",1.91,93.18,190.5,Orthodox,"Jul02,1984",2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8,14,9,0
2194,Vinicius,Magalhaes,Draculinho,--,145 lbs.,--,,65.91,,,"Jul30,1971",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0
2195,Caio,Magalhaes,Hellboy,"6' 1""",185 lbs.,"73.0""",1.85,84.09,185.42,Orthodox,"Dec14,1987",2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,10,3,0
2196,Bernardo,Magalhaes,Trekko,"5' 9""",155 lbs.,--,1.75,70.45,,Orthodox,"Apr08,1981",1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,13,4,0
2197,Eric,Magana,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2198,Brandon,Magana,,--,170 lbs.,--,,77.27,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0
2199,Angela,Magana,Your Majesty,"5' 1""",115 lbs.,"65.0""",1.55,52.27,165.1,Orthodox,"Aug02,1983",1.53,28.0,4.92,42.0,0.4,25.0,28.0,0.4,11,9,0
2200,Neil,Magny,The Haitian Sensation,"6' 3""",170 lbs.,"80.0""",1.91,77.27,203.2,Orthodox,"Aug03,1987",3.47,46.0,2.42,52.0,2.17,40.0,54.0,0.3,29,12,0
2201,Raimond,Magomedaliev,,"6' 1""",170 lbs.,"75.0""",1.85,77.27,190.5,Orthodox,"Jun10,1990",4.07,41.0,4.75,41.0,0.0,0.0,0.0,0.0,10,2,0
2202,Ibragim,Magomedov,,"6' 0""",250 lbs.,--,1.83,113.64,,Orthodox,--,0.26,4.0,3.86,42.0,0.0,0.0,0.0,0.0,22,8,1
2203,Rashid,Magomedov,Highlander,"5' 9""",155 lbs.,"70.0""",1.75,70.45,177.8,Orthodox,"Nov29,1984",4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,20,2,0
2204,Ruslan,Magomedov,Leopard,"6' 3""",242 lbs.,"78.0""",1.91,110.0,198.12,Orthodox,"Nov26,1986",4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,14,1,0
2205,Abus,Magomedov,,"6' 2""",185 lbs.,"78.0""",1.88,84.09,198.12,Orthodox,"Sep02,1990",3.73,42.0,5.36,54.0,0.61,50.0,100.0,0.0,25,6,1
2206,Shara,Magomedov,Bullet,"6' 2""",185 lbs.,"73.0""",1.88,84.09,185.42,Orthodox,"May16,1994",7.53,73.0,4.33,28.0,0.0,0.0,57.0,0.0,12,0,0
2207,Zabit,Magomedsharipov,,"6' 1""",145 lbs.,"73.0""",1.85,65.91,185.42,Orthodox,"Mar01,1991",4.89,48.0,3.0,64.0,5.22,56.0,77.0,0.8,18,1,0
2208,John,Maguire,The One,"5' 9""",155 lbs.,"69.0""",1.75,70.45,175.26,Southpaw,"May19,1983",1.41,41.0,2.44,65.0,2.8,46.0,77.0,1.1,24,9,0
2209,Lolohea,Mahe,,--,--,--,,,,,--,1.71,29.0,6.92,40.0,2.44,40.0,0.0,0.0,10,4,1
2210,Michelle,Maher,,--,145 lbs.,--,,65.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
2211,,Maheshate,,"6' 0""",155 lbs.,"71.0""",1.83,70.45,180.34,Orthodox,"Dec01,1999",2.91,26.0,4.86,49.0,0.0,0.0,45.0,0.0,9,3,0
2212,Bill,Mahood,The Butcher,"6' 3""",200 lbs.,--,1.91,90.91,,Orthodox,"Feb01,1967",1.54,85.0,3.59,17.0,0.0,0.0,0.0,3.9,20,7,1
2213,Klayton,Mai,,"5' 9""",125 lbs.,--,1.75,56.82,,,"Nov30,1986",1.53,42.0,1.02,63.0,3.83,100.0,0.0,7.7,8,3,0
2214,Demian,Maia,,"6' 1""",170 lbs.,"72.0""",1.85,77.27,182.88,Southpaw,"Nov06,1977",1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,28,11,0
2215,Jennifer,Maia,,"5' 4""",125 lbs.,"64.0""",1.63,56.82,162.56,Orthodox,"Oct06,1988",4.35,38.0,4.52,55.0,0.42,27.0,58.0,0.1,21,10,1
2216,Nayara,Maia,Capita,"5' 5""",125 lbs.,"66.0""",1.65,56.82,167.64,Orthodox,"Jul25,1990",0.6,36.0,3.33,43.0,1.0,33.0,0.0,1.0,7,1,1
2217,Roshan,Mainam,The Indian Notorious,--,135 lbs.,--,,61.36,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0
2218,Levan,Makashvili,The Hornet,"5' 8""",145 lbs.,"68.0""",1.73,65.91,172.72,Orthodox,"Jan07,1989",2.87,54.0,2.07,61.0,3.67,42.0,85.0,0.0,15,2,1
2219,John,Makdessi,The Bull,"5' 8""",155 lbs.,"68.0""",1.73,70.45,172.72,Orthodox,"May03,1985",5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,18,9,0
2220,Islam,Makhachev,,"5' 10""",155 lbs.,"70.0""",1.78,70.45,177.8,Southpaw,"Oct27,1991",2.46,60.0,1.27,61.0,3.17,60.0,90.0,1.0,25,1,0
